algo,seed,Sort,fold,s0,s1,s2,s3,s4
RSS,56,neg.SD,3,82,618,808,652,839
RSS,56,neg.SD,4,82,618,807,652,839
RSS,56,neg.SD,5,82,618,807,651,840
RSS,56,RSS,1,82,618,807,652,840
RSS,56,RSS,2,82,618,807,652,840
RSS,56,RSS,3,82,618,808,652,839
RSS,56,RSS,4,82,618,808,651,839
RSS,56,RSS,5,82,618,807,652,839
RSS,57,neg.SD,1,82,618,807,652,840
RSS,57,neg.SD,2,82,618,807,652,840
RSS,57,neg.SD,3,82,618,808,652,839
RSS,57,neg.SD,4,82,618,807,652,839
RSS,57,neg.SD,5,82,618,808,651,839
RSS,57,RSS,1,82,618,807,652,840
RSS,57,RSS,2,82,618,807,652,840
RSS,57,RSS,3,82,618,808,652,839
RSS,57,RSS,4,82,618,808,651,839
RSS,57,RSS,5,82,618,807,652,839
RSS,58,neg.SD,1,82,618,807,652,840
RSS,58,neg.SD,2,82,618,808,652,839
RSS,58,neg.SD,3,82,618,808,652,839
RSS,58,neg.SD,4,82,618,807,652,839
RSS,58,neg.SD,5,82,618,807,651,840
RSS,58,RSS,1,82,618,807,652,840
RSS,58,RSS,2,82,618,807,652,840
RSS,58,RSS,3,82,618,808,652,839
RSS,58,RSS,4,82,618,808,651,839
RSS,58,RSS,5,82,618,807,652,839
RSS,59,neg.SD,1,82,618,807,652,840
RSS,59,neg.SD,2,82,618,807,652,840
RSS,59,neg.SD,3,82,618,808,652,839
RSS,59,neg.SD,4,82,618,807,652,839
RSS,59,neg.SD,5,82,618,808,651,839
RSS,59,RSS,1,82,618,807,652,840
RSS,59,RSS,2,82,618,807,652,840
RSS,59,RSS,3,82,618,808,652,839
RSS,59,RSS,4,82,618,808,651,839
RSS,59,RSS,5,82,618,807,652,839
RSS,60,neg.SD,1,82,618,807,652,840
RSS,60,neg.SD,2,83,618,808,653,839
RSS,60,neg.SD,3,82,618,808,651,839
RSS,60,neg.SD,4,81,618,807,652,839
RSS,60,neg.SD,5,82,618,807,651,840
RSS,60,RSS,1,82,618,807,652,840
RSS,60,RSS,2,82,618,807,652,840
RSS,60,RSS,3,82,618,808,652,839
RSS,60,RSS,4,82,618,808,651,839
RSS,60,RSS,5,82,618,807,652,839
RSS,61,neg.SD,1,82,618,807,652,840
RSS,61,neg.SD,2,82,618,808,652,839
RSS,61,neg.SD,3,82,618,808,651,839
RSS,61,neg.SD,4,82,618,807,652,840
RSS,61,neg.SD,5,82,618,807,652,839
RSS,61,RSS,1,82,618,807,652,840
RSS,61,RSS,2,82,618,807,652,840
RSS,61,RSS,3,82,618,808,652,839
RSS,61,RSS,4,82,618,808,651,839
RSS,61,RSS,5,82,618,807,652,839
RSS,62,neg.SD,1,82,618,807,652,840
RSS,62,neg.SD,2,82,618,808,652,839
RSS,62,neg.SD,3,82,618,808,651,839
RSS,62,neg.SD,4,82,618,807,652,840
RSS,62,neg.SD,5,82,618,807,652,839
RSS,62,RSS,1,82,618,807,652,840
RSS,62,RSS,2,82,618,807,652,840
RSS,62,RSS,3,82,618,808,652,839
RSS,62,RSS,4,82,618,808,651,839
RSS,62,RSS,5,82,618,807,652,839
RSS,63,neg.SD,1,82,618,807,652,840
RSS,63,neg.SD,2,82,618,807,652,840
RSS,63,neg.SD,3,82,618,808,652,839
RSS,63,neg.SD,4,82,618,808,651,839
RSS,63,neg.SD,5,82,618,807,652,839
RSS,63,RSS,1,82,618,807,652,840
RSS,63,RSS,2,82,618,807,652,840
RSS,63,RSS,3,82,618,808,652,839
RSS,63,RSS,4,82,618,808,651,839
RSS,63,RSS,5,82,618,807,652,839
RSS,64,neg.SD,1,82,618,807,652,840
RSS,64,neg.SD,2,82,618,807,652,840
RSS,64,neg.SD,3,82,618,808,652,839
RSS,64,neg.SD,4,82,618,808,651,839
RSS,64,neg.SD,5,82,618,807,652,839
RSS,64,RSS,1,82,618,807,652,840
RSS,64,RSS,2,82,618,807,652,840
RSS,64,RSS,3,82,618,808,652,839
RSS,64,RSS,4,82,618,808,651,839
RSS,64,RSS,5,82,618,807,652,839
RSS,65,neg.SD,1,82,618,808,652,839
RSS,65,neg.SD,2,82,618,808,652,839
RSS,65,neg.SD,3,82,618,807,652,840
RSS,65,neg.SD,4,81,618,807,652,840
RSS,65,neg.SD,5,83,618,807,651,839
RSS,65,RSS,1,82,618,807,652,840
RSS,65,RSS,2,82,618,807,652,840
RSS,65,RSS,3,82,618,808,652,839
RSS,65,RSS,4,82,618,808,651,839
RSS,65,RSS,5,82,618,807,652,839
RSS,66,neg.SD,1,82,618,808,652,839
RSS,66,neg.SD,2,82,618,807,652,840
RSS,66,neg.SD,3,82,618,807,652,840
RSS,66,neg.SD,4,82,618,807,652,839
RSS,66,neg.SD,5,82,618,808,651,839
RSS,66,RSS,1,82,618,807,652,840
RSS,66,RSS,2,82,618,807,652,840
RSS,66,RSS,3,82,618,808,652,839
RSS,66,RSS,4,82,618,808,651,839
RSS,66,RSS,5,82,618,807,652,839
RSS,67,neg.SD,1,82,618,807,652,840
RSS,67,neg.SD,2,82,618,808,652,839
RSS,67,neg.SD,3,82,618,807,652,840
RSS,67,neg.SD,4,82,618,807,652,839
RSS,67,neg.SD,5,82,618,808,651,839
RSS,67,RSS,1,82,618,807,652,840
RSS,67,RSS,2,82,618,807,652,840
RSS,67,RSS,3,82,618,808,652,839
RSS,67,RSS,4,82,618,808,651,839
RSS,67,RSS,5,82,618,807,652,839
RSS,68,neg.SD,1,82,618,807,652,840
RSS,68,neg.SD,2,82,618,808,652,839
RSS,68,neg.SD,3,82,618,807,652,840
RSS,68,neg.SD,4,82,618,808,651,839
RSS,68,neg.SD,5,82,618,807,652,839
RSS,68,RSS,1,82,618,807,652,840
RSS,68,RSS,2,82,618,807,652,840
RSS,68,RSS,3,82,618,808,652,839
RSS,68,RSS,4,82,618,808,651,839
RSS,68,RSS,5,82,618,807,652,839
RSS,69,neg.SD,1,82,618,808,652,839
RSS,69,neg.SD,2,82,618,807,652,840
RSS,69,neg.SD,3,82,618,807,652,840
RSS,69,neg.SD,4,82,618,807,652,839
RSS,69,neg.SD,5,82,618,808,651,839
RSS,69,RSS,1,82,618,807,652,840
RSS,69,RSS,2,82,618,807,652,840
RSS,69,RSS,3,82,618,808,652,839
RSS,69,RSS,4,82,618,808,651,839
RSS,69,RSS,5,82,618,807,652,839
RSS,70,neg.SD,1,82,618,807,652,840
RSS,70,neg.SD,2,82,618,808,651,839
RSS,70,neg.SD,3,82,618,807,652,840
RSS,70,neg.SD,4,82,618,808,652,839
RSS,70,neg.SD,5,82,618,807,652,839
RSS,70,RSS,1,82,618,807,652,840
RSS,70,RSS,2,82,618,807,652,840
RSS,70,RSS,3,82,618,808,652,839
RSS,70,RSS,4,82,618,808,651,839
RSS,70,RSS,5,82,618,807,652,839
RSS,71,neg.SD,1,82,618,807,652,840
RSS,71,neg.SD,2,82,618,807,652,840
RSS,71,neg.SD,3,82,618,807,652,839
RSS,71,neg.SD,4,82,618,808,652,839
RSS,71,neg.SD,5,82,618,808,651,839
RSS,71,RSS,1,82,618,807,652,840
RSS,71,RSS,2,82,618,807,652,840
RSS,71,RSS,3,82,618,808,652,839
RSS,71,RSS,4,82,618,808,651,839
RSS,71,RSS,5,82,618,807,652,839
RSS,72,neg.SD,1,82,618,808,652,839
RSS,72,neg.SD,2,82,618,807,652,840
RSS,72,neg.SD,3,82,618,807,652,839
RSS,72,neg.SD,4,82,618,808,652,839
RSS,72,neg.SD,5,82,618,807,651,840
RSS,72,RSS,1,82,618,807,652,840
RSS,72,RSS,2,82,618,807,652,840
RSS,72,RSS,3,82,618,808,652,839
RSS,72,RSS,4,82,618,808,651,839
RSS,72,RSS,5,82,618,807,652,839
RSS,73,neg.SD,1,82,618,807,652,840
RSS,73,neg.SD,2,82,618,807,652,840
RSS,73,neg.SD,3,82,618,807,652,839
RSS,73,neg.SD,4,82,618,808,652,839
RSS,73,neg.SD,5,82,618,808,651,839
RSS,73,RSS,1,82,618,807,652,840
RSS,73,RSS,2,82,618,807,652,840
RSS,73,RSS,3,82,618,808,652,839
RSS,73,RSS,4,82,618,808,651,839
RSS,73,RSS,5,82,618,807,652,839
RSS,74,neg.SD,1,82,618,807,652,840
RSS,74,neg.SD,2,82,618,808,652,839
RSS,74,neg.SD,3,82,618,807,652,840
RSS,74,neg.SD,4,82,618,808,651,839
RSS,74,neg.SD,5,82,618,807,652,839
RSS,74,RSS,1,82,618,807,652,840
RSS,74,RSS,2,82,618,807,652,840
RSS,74,RSS,3,82,618,808,652,839
RSS,74,RSS,4,82,618,808,651,839
RSS,74,RSS,5,82,618,807,652,839
RSS,75,neg.SD,1,82,618,808,652,839
RSS,75,neg.SD,2,82,618,808,652,839
RSS,75,neg.SD,3,82,618,807,652,840
RSS,75,neg.SD,4,83,618,807,651,839
RSS,75,neg.SD,5,81,618,807,652,840
RSS,75,RSS,1,82,618,807,652,840
RSS,75,RSS,2,82,618,807,652,840
RSS,75,RSS,3,82,618,808,652,839
RSS,75,RSS,4,82,618,808,651,839
RSS,75,RSS,5,82,618,807,652,839
RSS,76,neg.SD,1,82,618,808,652,839
RSS,76,neg.SD,2,82,618,807,652,840
RSS,76,neg.SD,3,82,618,808,652,839
RSS,76,neg.SD,4,82,618,807,652,839
RSS,76,neg.SD,5,82,618,807,651,840
RSS,76,RSS,1,82,618,807,652,840
RSS,76,RSS,2,82,618,807,652,840
RSS,76,RSS,3,82,618,808,652,839
RSS,76,RSS,4,82,618,808,651,839
RSS,76,RSS,5,82,618,807,652,839
RSS,77,neg.SD,1,82,618,808,652,839
RSS,77,neg.SD,2,82,618,808,651,839
RSS,77,neg.SD,3,82,618,807,652,840
RSS,77,neg.SD,4,82,618,807,652,840
RSS,77,neg.SD,5,82,618,807,652,839
RSS,77,RSS,1,82,618,807,652,840
RSS,77,RSS,2,82,618,807,652,840
RSS,77,RSS,3,82,618,808,652,839
RSS,77,RSS,4,82,618,808,651,839
RSS,77,RSS,5,82,618,807,652,839
RSS,78,neg.SD,1,82,618,807,652,840
RSS,78,neg.SD,2,82,618,808,652,839
RSS,78,neg.SD,3,82,618,808,652,839
RSS,78,neg.SD,4,82,618,807,651,840
RSS,78,neg.SD,5,82,618,807,652,839
RSS,78,RSS,1,82,618,807,652,840
RSS,78,RSS,2,82,618,807,652,840
RSS,78,RSS,3,82,618,808,652,839
RSS,78,RSS,4,82,618,808,651,839
RSS,78,RSS,5,82,618,807,652,839
RSS,79,neg.SD,1,82,618,808,652,839
RSS,79,neg.SD,2,82,618,808,652,839
RSS,79,neg.SD,3,82,618,807,652,840
RSS,79,neg.SD,4,82,618,807,652,839
RSS,79,neg.SD,5,82,618,807,651,840
RSS,79,RSS,1,82,618,807,652,840
RSS,79,RSS,2,82,618,807,652,840
RSS,79,RSS,3,82,618,808,652,839
RSS,79,RSS,4,82,618,808,651,839
RSS,79,RSS,5,82,618,807,652,839
RSS,80,neg.SD,1,82,618,807,652,840
RSS,80,neg.SD,2,82,618,808,652,839
RSS,80,neg.SD,3,82,618,807,652,840
RSS,80,neg.SD,4,82,618,808,651,839
RSS,80,neg.SD,5,82,618,807,652,839
RSS,80,RSS,1,82,618,807,652,840
RSS,80,RSS,2,82,618,807,652,840
RSS,80,RSS,3,82,618,808,652,839
RSS,80,RSS,4,82,618,808,651,839
RSS,80,RSS,5,82,618,807,652,839
RSS,81,neg.SD,1,82,618,807,652,840
RSS,81,neg.SD,2,82,618,807,652,839
RSS,81,neg.SD,3,82,618,808,652,839
RSS,81,neg.SD,4,82,618,808,652,839
RSS,81,neg.SD,5,82,618,807,651,840
RSS,81,RSS,1,82,618,807,652,840
RSS,81,RSS,2,82,618,807,652,840
RSS,81,RSS,3,82,618,808,652,839
RSS,81,RSS,4,82,618,808,651,839
RSS,81,RSS,5,82,618,807,652,839
RSS,82,neg.SD,1,82,618,807,652,840
RSS,82,neg.SD,2,82,618,808,652,839
RSS,82,neg.SD,3,82,618,807,652,840
RSS,82,neg.SD,4,82,618,807,652,839
RSS,82,neg.SD,5,82,618,808,651,839
RSS,82,RSS,1,82,618,807,652,840
RSS,82,RSS,2,82,618,807,652,840
RSS,82,RSS,3,82,618,808,652,839
RSS,82,RSS,4,82,618,808,651,839
RSS,82,RSS,5,82,618,807,652,839
RSS,83,neg.SD,1,82,618,807,652,840
RSS,83,neg.SD,2,82,618,807,652,840
RSS,83,neg.SD,3,82,618,807,652,839
RSS,83,neg.SD,4,82,618,808,652,839
RSS,83,neg.SD,5,82,618,808,651,839
RSS,83,RSS,1,82,618,807,652,840
RSS,83,RSS,2,82,618,807,652,840
RSS,83,RSS,3,82,618,808,652,839
RSS,83,RSS,4,82,618,808,651,839
RSS,83,RSS,5,82,618,807,652,839
RSS,84,neg.SD,1,82,618,807,652,840
RSS,84,neg.SD,2,82,618,807,652,840
RSS,84,neg.SD,3,82,618,807,652,839
RSS,84,neg.SD,4,82,618,808,652,839
RSS,84,neg.SD,5,82,618,808,651,839
RSS,84,RSS,1,82,618,807,652,840
RSS,84,RSS,2,82,618,807,652,840
RSS,84,RSS,3,82,618,808,652,839
RSS,84,RSS,4,82,618,808,651,839
RSS,84,RSS,5,82,618,807,652,839
RSS,85,neg.SD,1,82,618,807,652,840
RSS,85,neg.SD,2,82,618,807,652,840
RSS,85,neg.SD,3,82,618,808,652,839
RSS,85,neg.SD,4,81,618,808,652,839
RSS,85,neg.SD,5,83,618,807,651,839
RSS,85,RSS,1,82,618,807,652,840
RSS,85,RSS,2,82,618,807,652,840
RSS,85,RSS,3,82,618,808,652,839
RSS,85,RSS,4,82,618,808,651,839
RSS,85,RSS,5,82,618,807,652,839
RSS,86,neg.SD,1,82,618,808,652,839
RSS,86,neg.SD,2,82,618,807,652,840
RSS,86,neg.SD,3,82,618,807,652,839
RSS,86,neg.SD,4,82,618,808,652,839
RSS,86,neg.SD,5,82,618,807,651,840
RSS,86,RSS,1,82,618,807,652,840
RSS,86,RSS,2,82,618,807,652,840
RSS,86,RSS,3,82,618,808,652,839
RSS,86,RSS,4,82,618,808,651,839
RSS,86,RSS,5,82,618,807,652,839
RSS,87,neg.SD,1,82,618,808,652,839
RSS,87,neg.SD,2,82,618,807,652,840
RSS,87,neg.SD,3,82,618,808,652,839
RSS,87,neg.SD,4,82,618,807,651,840
RSS,87,neg.SD,5,82,618,807,652,839
RSS,87,RSS,1,82,618,807,652,840
RSS,87,RSS,2,82,618,807,652,840
RSS,87,RSS,3,82,618,808,652,839
RSS,87,RSS,4,82,618,808,651,839
RSS,87,RSS,5,82,618,807,652,839
RSS,88,neg.SD,1,82,618,807,652,840
RSS,88,neg.SD,2,82,618,807,652,840
RSS,88,neg.SD,3,82,618,808,651,839
RSS,88,neg.SD,4,82,618,808,652,839
RSS,88,neg.SD,5,82,618,807,652,839
RSS,88,RSS,1,82,618,807,652,840
RSS,88,RSS,2,82,618,807,652,840
RSS,88,RSS,3,82,618,808,652,839
RSS,88,RSS,4,82,618,808,651,839
RSS,88,RSS,5,82,618,807,652,839
RSS,89,neg.SD,1,82,618,807,652,840
RSS,89,neg.SD,2,82,618,807,652,840
RSS,89,neg.SD,3,82,618,808,652,839
RSS,89,neg.SD,4,82,618,807,652,839
RSS,89,neg.SD,5,82,618,808,651,839
RSS,89,RSS,1,82,618,807,652,840
RSS,89,RSS,2,82,618,807,652,840
RSS,89,RSS,3,82,618,808,652,839
RSS,89,RSS,4,82,618,808,651,839
RSS,89,RSS,5,82,618,807,652,839
RSS,90,neg.SD,1,82,618,807,652,840
RSS,90,neg.SD,2,82,618,807,652,839
RSS,90,neg.SD,3,82,618,808,652,839
RSS,90,neg.SD,4,82,618,808,652,839
RSS,90,neg.SD,5,82,618,807,651,840
RSS,90,RSS,1,82,618,807,652,840
RSS,90,RSS,2,82,618,807,652,840
RSS,90,RSS,3,82,618,808,652,839
RSS,90,RSS,4,82,618,808,651,839
RSS,90,RSS,5,82,618,807,652,839
RSS,91,neg.SD,1,82,618,808,652,839
RSS,91,neg.SD,2,82,618,807,652,840
RSS,91,neg.SD,3,81,618,807,652,840
RSS,91,neg.SD,4,82,618,808,652,839
RSS,91,neg.SD,5,83,618,807,651,839
RSS,91,RSS,1,82,618,807,652,840
RSS,91,RSS,2,82,618,807,652,840
RSS,91,RSS,3,82,618,808,652,839
RSS,91,RSS,4,82,618,808,651,839
RSS,91,RSS,5,82,618,807,652,839
RSS,92,neg.SD,1,82,618,808,652,839
RSS,92,neg.SD,2,82,618,807,652,840
RSS,92,neg.SD,3,82,618,807,652,840
RSS,92,neg.SD,4,82,618,807,652,839
RSS,92,neg.SD,5,82,618,808,651,839
RSS,92,RSS,1,82,618,807,652,840
RSS,92,RSS,2,82,618,807,652,840
RSS,92,RSS,3,82,618,808,652,839
RSS,92,RSS,4,82,618,808,651,839
RSS,92,RSS,5,82,618,807,652,839
RSS,93,neg.SD,1,82,618,808,652,839
RSS,93,neg.SD,2,82,618,807,652,840
RSS,93,neg.SD,3,82,618,807,652,840
RSS,93,neg.SD,4,82,618,807,652,839
RSS,93,neg.SD,5,82,618,808,651,839
RSS,93,RSS,1,82,618,807,652,840
RSS,93,RSS,2,82,618,807,652,840
RSS,93,RSS,3,82,618,808,652,839
RSS,93,RSS,4,82,618,808,651,839
RSS,93,RSS,5,82,618,807,652,839
RSS,94,neg.SD,1,82,618,807,652,840
RSS,94,neg.SD,2,82,618,808,652,839
RSS,94,neg.SD,3,82,618,807,652,839
RSS,94,neg.SD,4,82,618,807,652,840
RSS,94,neg.SD,5,82,618,808,651,839
RSS,94,RSS,1,82,618,807,652,840
RSS,94,RSS,2,82,618,807,652,840
RSS,94,RSS,3,82,618,808,652,839
RSS,94,RSS,4,82,618,808,651,839
RSS,94,RSS,5,82,618,807,652,839
RSS,95,neg.SD,1,82,618,808,652,839
RSS,95,neg.SD,2,82,618,808,651,839
RSS,95,neg.SD,3,82,618,807,652,840
RSS,95,neg.SD,4,82,618,807,652,840
RSS,95,neg.SD,5,82,618,807,652,839
RSS,95,RSS,1,82,618,807,652,840
RSS,95,RSS,2,82,618,807,652,840
RSS,95,RSS,3,82,618,808,652,839
RSS,95,RSS,4,82,618,808,651,839
RSS,95,RSS,5,82,618,807,652,839
RSS,96,neg.SD,1,82,618,808,652,839
RSS,96,neg.SD,2,82,618,808,652,839
RSS,96,neg.SD,3,82,618,807,652,839
RSS,96,neg.SD,4,82,618,807,652,840
RSS,96,neg.SD,5,82,618,807,651,840
RSS,96,RSS,1,82,618,807,652,840
RSS,96,RSS,2,82,618,807,652,840
RSS,96,RSS,3,82,618,808,652,839
RSS,96,RSS,4,82,618,808,651,839
RSS,96,RSS,5,82,618,807,652,839
RSS,97,neg.SD,1,82,618,808,652,839
RSS,97,neg.SD,2,82,618,807,652,840
RSS,97,neg.SD,3,82,618,807,652,839
RSS,97,neg.SD,4,82,618,808,652,839
RSS,97,neg.SD,5,82,618,807,651,840
RSS,97,RSS,1,82,618,807,652,840
RSS,97,RSS,2,82,618,807,652,840
RSS,97,RSS,3,82,618,808,652,839
RSS,97,RSS,4,82,618,808,651,839
RSS,97,RSS,5,82,618,807,652,839
RSS,98,neg.SD,1,82,618,808,652,839
RSS,98,neg.SD,2,82,618,808,652,839
RSS,98,neg.SD,3,81,618,807,652,840
RSS,98,neg.SD,4,82,618,807,652,840
RSS,98,neg.SD,5,83,618,807,651,839
RSS,98,RSS,1,82,618,807,652,840
RSS,98,RSS,2,82,618,807,652,840
RSS,98,RSS,3,82,618,808,652,839
RSS,98,RSS,4,82,618,808,651,839
RSS,98,RSS,5,82,618,807,652,839
RSS,99,neg.SD,1,82,618,807,652,840
RSS,99,neg.SD,2,82,618,808,652,839
RSS,99,neg.SD,3,82,618,807,652,840
RSS,99,neg.SD,4,82,618,807,652,839
RSS,99,neg.SD,5,82,618,808,651,839
RSS,99,RSS,1,82,618,807,652,840
RSS,99,RSS,2,82,618,807,652,840
RSS,99,RSS,3,82,618,808,652,839
RSS,99,RSS,4,82,618,808,651,839
RSS,99,RSS,5,82,618,807,652,839
RSS,100,neg.SD,1,82,618,807,652,840
RSS,100,neg.SD,2,82,618,808,652,839
RSS,100,neg.SD,3,82,618,808,651,839
RSS,100,neg.SD,4,82,618,807,652,840
RSS,100,neg.SD,5,82,618,807,652,839
RSS,100,RSS,1,82,618,807,652,840
RSS,100,RSS,2,82,618,807,652,840
RSS,100,RSS,3,82,618,808,652,839
RSS,100,RSS,4,82,618,808,651,839
RSS,100,RSS,5,82,618,807,652,839
Wasikowski,1,neg.SD,1,82,618,808,652,839
Wasikowski,1,neg.SD,2,82,618,808,652,839
Wasikowski,1,neg.SD,3,82,618,807,652,839
Wasikowski,1,neg.SD,4,82,618,807,652,840
Wasikowski,1,neg.SD,5,82,618,807,651,840
Wasikowski,1,RSS,1,82,617,808,652,839
Wasikowski,1,RSS,2,82,618,807,652,839
Wasikowski,1,RSS,3,82,619,807,651,839
Wasikowski,1,RSS,4,82,618,808,652,838
Wasikowski,1,RSS,5,82,618,807,652,842
Wasikowski,2,neg.SD,1,82,618,807,652,840
Wasikowski,2,neg.SD,2,82,618,808,651,840
Wasikowski,2,neg.SD,3,82,618,807,652,839
Wasikowski,2,neg.SD,4,82,618,808,652,839
Wasikowski,2,neg.SD,5,82,618,807,652,839
Wasikowski,2,RSS,1,82,617,808,652,839
Wasikowski,2,RSS,2,82,618,807,652,839
Wasikowski,2,RSS,3,82,619,807,651,839
Wasikowski,2,RSS,4,82,618,808,652,838
Wasikowski,2,RSS,5,82,618,807,652,842
Wasikowski,3,neg.SD,1,82,618,807,652,840
Wasikowski,3,neg.SD,2,82,618,808,652,839
Wasikowski,3,neg.SD,3,82,618,808,651,839
Wasikowski,3,neg.SD,4,82,618,807,651,840
Wasikowski,3,neg.SD,5,82,618,807,653,839
Wasikowski,3,RSS,1,82,617,808,652,839
Wasikowski,3,RSS,2,82,618,807,652,839
Wasikowski,3,RSS,3,82,619,807,651,839
Wasikowski,3,RSS,4,82,618,808,652,838
Wasikowski,3,RSS,5,82,618,807,652,842
Wasikowski,4,neg.SD,1,82,618,807,652,840
Wasikowski,4,neg.SD,2,82,618,807,652,840
Wasikowski,4,neg.SD,3,82,618,807,652,839
Wasikowski,4,neg.SD,4,82,618,807,652,839
Wasikowski,4,neg.SD,5,82,618,809,651,839
Wasikowski,4,RSS,1,82,617,808,652,839
Wasikowski,4,RSS,2,82,618,807,652,839
Wasikowski,4,RSS,3,82,619,807,651,839
Wasikowski,4,RSS,4,82,618,808,652,838
Wasikowski,4,RSS,5,82,618,807,652,842
Wasikowski,5,neg.SD,1,82,618,808,652,839
Wasikowski,5,neg.SD,2,82,618,808,652,839
Wasikowski,5,neg.SD,3,82,618,807,652,839
Wasikowski,5,neg.SD,4,82,618,807,652,839
Wasikowski,5,neg.SD,5,82,618,807,651,841
Wasikowski,5,RSS,1,82,617,808,652,839
Wasikowski,5,RSS,2,82,618,807,652,839
Wasikowski,5,RSS,3,82,619,807,651,839
Wasikowski,5,RSS,4,82,618,808,652,838
Wasikowski,5,RSS,5,82,618,807,652,842
Wasikowski,6,neg.SD,1,82,618,807,652,840
Wasikowski,6,neg.SD,2,81,618,808,652,840
Wasikowski,6,neg.SD,3,82,618,807,652,839
Wasikowski,6,neg.SD,4,83,618,807,652,839
Wasikowski,6,neg.SD,5,82,618,808,651,839
Wasikowski,6,RSS,1,82,617,808,652,839
Wasikowski,6,RSS,2,82,618,807,652,839
Wasikowski,6,RSS,3,82,619,807,651,839
Wasikowski,6,RSS,4,82,618,808,652,838
Wasikowski,6,RSS,5,82,618,807,652,842
Wasikowski,7,neg.SD,1,82,618,807,652,840
Wasikowski,7,neg.SD,2,82,618,808,652,839
Wasikowski,7,neg.SD,3,82,618,807,652,839
Wasikowski,7,neg.SD,4,82,618,807,652,839
Wasikowski,7,neg.SD,5,82,618,808,651,840
Wasikowski,7,RSS,1,82,617,808,652,839
Wasikowski,7,RSS,2,82,618,807,652,839
Wasikowski,7,RSS,3,82,619,807,651,839
Wasikowski,7,RSS,4,82,618,808,652,838
Wasikowski,7,RSS,5,82,618,807,652,842
Wasikowski,8,neg.SD,1,82,618,808,652,839
Wasikowski,8,neg.SD,2,82,618,807,652,840
Wasikowski,8,neg.SD,3,82,618,807,652,839
Wasikowski,8,neg.SD,4,82,618,808,651,839
Wasikowski,8,neg.SD,5,82,618,807,652,840
Wasikowski,8,RSS,1,82,617,808,652,839
Wasikowski,8,RSS,2,82,618,807,652,839
Wasikowski,8,RSS,3,82,619,807,651,839
Wasikowski,8,RSS,4,82,618,808,652,838
Wasikowski,8,RSS,5,82,618,807,652,842
Wasikowski,9,neg.SD,1,82,618,807,652,840
Wasikowski,9,neg.SD,2,82,618,808,652,839
Wasikowski,9,neg.SD,3,82,618,807,652,839
Wasikowski,9,neg.SD,4,82,618,807,652,839
Wasikowski,9,neg.SD,5,82,618,808,651,840
Wasikowski,9,RSS,1,82,617,808,652,839
Wasikowski,9,RSS,2,82,618,807,652,839
