algo,seed,Sort,fold,s0,s1,s2,s3,s4
Wasikowski,9,RSS,3,82,619,807,651,839
Wasikowski,9,RSS,4,82,618,808,652,838
Wasikowski,9,RSS,5,82,618,807,652,842
Wasikowski,10,neg.SD,1,82,618,807,652,839
Wasikowski,10,neg.SD,2,82,618,807,652,839
Wasikowski,10,neg.SD,3,82,618,806,652,840
Wasikowski,10,neg.SD,4,81,618,809,652,840
Wasikowski,10,neg.SD,5,83,618,808,651,839
Wasikowski,10,RSS,1,82,617,808,652,839
Wasikowski,10,RSS,2,82,618,807,652,839
Wasikowski,10,RSS,3,82,619,807,651,839
Wasikowski,10,RSS,4,82,618,808,652,838
Wasikowski,10,RSS,5,82,618,807,652,842
Wasikowski,11,neg.SD,1,82,618,808,652,839
Wasikowski,11,neg.SD,2,82,618,807,652,840
Wasikowski,11,neg.SD,3,82,618,807,652,840
Wasikowski,11,neg.SD,4,82,618,808,651,839
Wasikowski,11,neg.SD,5,82,618,807,652,839
Wasikowski,11,RSS,1,82,617,808,652,839
Wasikowski,11,RSS,2,82,618,807,652,839
Wasikowski,11,RSS,3,82,619,807,651,839
Wasikowski,11,RSS,4,82,618,808,652,838
Wasikowski,11,RSS,5,82,618,807,652,842
Wasikowski,12,neg.SD,1,81,618,808,652,839
Wasikowski,12,neg.SD,2,83,618,807,652,839
Wasikowski,12,neg.SD,3,82,618,807,652,839
Wasikowski,12,neg.SD,4,82,618,807,652,840
Wasikowski,12,neg.SD,5,82,618,808,651,840
Wasikowski,12,RSS,1,82,617,808,652,839
Wasikowski,12,RSS,2,82,618,807,652,839
Wasikowski,12,RSS,3,82,619,807,651,839
Wasikowski,12,RSS,4,82,618,808,652,838
Wasikowski,12,RSS,5,82,618,807,652,842
Wasikowski,13,neg.SD,1,82,618,808,652,839
Wasikowski,13,neg.SD,2,82,617,807,652,840
Wasikowski,13,neg.SD,3,82,618,808,652,839
Wasikowski,13,neg.SD,4,82,618,807,651,840
Wasikowski,13,neg.SD,5,82,619,807,652,839
Wasikowski,13,RSS,1,82,617,808,652,839
Wasikowski,13,RSS,2,82,618,807,652,839
Wasikowski,13,RSS,3,82,619,807,651,839
Wasikowski,13,RSS,4,82,618,808,652,838
Wasikowski,13,RSS,5,82,618,807,652,842
Wasikowski,14,neg.SD,1,81,618,807,652,840
Wasikowski,14,neg.SD,2,82,618,807,652,840
Wasikowski,14,neg.SD,3,82,618,808,651,839
Wasikowski,14,neg.SD,4,82,618,807,652,839
Wasikowski,14,neg.SD,5,83,618,808,652,839
Wasikowski,14,RSS,1,82,617,808,652,839
Wasikowski,14,RSS,2,82,618,807,652,839
Wasikowski,14,RSS,3,82,619,807,651,839
Wasikowski,14,RSS,4,82,618,808,652,838
Wasikowski,14,RSS,5,82,618,807,652,842
Wasikowski,15,neg.SD,1,82,618,807,652,840
Wasikowski,15,neg.SD,2,82,618,808,652,839
Wasikowski,15,neg.SD,3,82,618,807,652,840
Wasikowski,15,neg.SD,4,82,618,807,652,839
Wasikowski,15,neg.SD,5,82,618,808,651,839
Wasikowski,15,RSS,1,82,617,808,652,839
Wasikowski,15,RSS,2,82,618,807,652,839
Wasikowski,15,RSS,3,82,619,807,651,839
Wasikowski,15,RSS,4,82,618,808,652,838
Wasikowski,15,RSS,5,82,618,807,652,842
Wasikowski,16,neg.SD,1,82,618,808,652,839
Wasikowski,16,neg.SD,2,82,618,807,651,840
Wasikowski,16,neg.SD,3,82,618,807,652,840
Wasikowski,16,neg.SD,4,82,618,807,652,839
Wasikowski,16,neg.SD,5,82,618,808,652,839
Wasikowski,16,RSS,1,82,617,808,652,839
Wasikowski,16,RSS,2,82,618,807,652,839
Wasikowski,16,RSS,3,82,619,807,651,839
Wasikowski,16,RSS,4,82,618,808,652,838
Wasikowski,16,RSS,5,82,618,807,652,842
Wasikowski,17,neg.SD,1,82,618,808,652,839
Wasikowski,17,neg.SD,2,82,618,808,652,839
Wasikowski,17,neg.SD,3,82,618,807,651,840
Wasikowski,17,neg.SD,4,82,618,807,651,840
Wasikowski,17,neg.SD,5,82,618,807,653,839
Wasikowski,17,RSS,1,82,617,808,652,839
Wasikowski,17,RSS,2,82,618,807,652,839
Wasikowski,17,RSS,3,82,619,807,651,839
Wasikowski,17,RSS,4,82,618,808,652,838
Wasikowski,17,RSS,5,82,618,807,652,842
Wasikowski,18,neg.SD,1,82,618,808,651,840
Wasikowski,18,neg.SD,2,82,618,808,651,840
Wasikowski,18,neg.SD,3,82,618,807,652,839
Wasikowski,18,neg.SD,4,82,618,807,653,839
Wasikowski,18,neg.SD,5,82,618,807,652,839
Wasikowski,18,RSS,1,82,617,808,652,839
Wasikowski,18,RSS,2,82,618,807,652,839
Wasikowski,18,RSS,3,82,619,807,651,839
Wasikowski,18,RSS,4,82,618,808,652,838
Wasikowski,18,RSS,5,82,618,807,652,842
Wasikowski,19,neg.SD,1,82,618,807,652,840
Wasikowski,19,neg.SD,2,82,618,807,652,840
Wasikowski,19,neg.SD,3,82,618,808,652,839
Wasikowski,19,neg.SD,4,82,618,808,651,839
Wasikowski,19,neg.SD,5,82,618,807,652,839
Wasikowski,19,RSS,1,82,617,808,652,839
Wasikowski,19,RSS,2,82,618,807,652,839
Wasikowski,19,RSS,3,82,619,807,651,839
Wasikowski,19,RSS,4,82,618,808,652,838
Wasikowski,19,RSS,5,82,618,807,652,842
Wasikowski,20,neg.SD,1,82,618,808,651,840
Wasikowski,20,neg.SD,2,82,618,807,652,840
Wasikowski,20,neg.SD,3,82,618,807,652,839
Wasikowski,20,neg.SD,4,81,618,808,652,839
Wasikowski,20,neg.SD,5,83,618,807,652,839
Wasikowski,20,RSS,1,82,617,808,652,839
Wasikowski,20,RSS,2,82,618,807,652,839
Wasikowski,20,RSS,3,82,619,807,651,839
Wasikowski,20,RSS,4,82,618,808,652,838
Wasikowski,20,RSS,5,82,618,807,652,842
Wasikowski,21,neg.SD,1,81,618,807,652,840
Wasikowski,21,neg.SD,2,82,618,807,652,840
Wasikowski,21,neg.SD,3,82,618,808,652,839
Wasikowski,21,neg.SD,4,83,618,807,652,839
Wasikowski,21,neg.SD,5,82,618,808,651,839
Wasikowski,21,RSS,1,82,617,808,652,839
Wasikowski,21,RSS,2,82,618,807,652,839
Wasikowski,21,RSS,3,82,619,807,651,839
Wasikowski,21,RSS,4,82,618,808,652,838
Wasikowski,21,RSS,5,82,618,807,652,842
Wasikowski,22,neg.SD,1,82,618,807,652,840
Wasikowski,22,neg.SD,2,82,618,807,652,840
Wasikowski,22,neg.SD,3,82,618,807,652,839
Wasikowski,22,neg.SD,4,82,618,808,652,839
Wasikowski,22,neg.SD,5,82,618,808,651,839
Wasikowski,22,RSS,1,82,617,808,652,839
Wasikowski,22,RSS,2,82,618,807,652,839
Wasikowski,22,RSS,3,82,619,807,651,839
Wasikowski,22,RSS,4,82,618,808,652,838
Wasikowski,22,RSS,5,82,618,807,652,842
Wasikowski,23,neg.SD,1,82,617,808,652,839
Wasikowski,23,neg.SD,2,82,618,807,652,839
Wasikowski,23,neg.SD,3,82,618,808,651,839
Wasikowski,23,neg.SD,4,82,619,807,652,839
Wasikowski,23,neg.SD,5,82,618,807,652,841
Wasikowski,23,RSS,1,82,617,808,652,839
Wasikowski,23,RSS,2,82,618,807,652,839
Wasikowski,23,RSS,3,82,619,807,651,839
Wasikowski,23,RSS,4,82,618,808,652,838
Wasikowski,23,RSS,5,82,618,807,652,842
Wasikowski,24,neg.SD,1,81,618,808,652,840
Wasikowski,24,neg.SD,2,83,618,807,652,839
Wasikowski,24,neg.SD,3,82,618,807,652,840
Wasikowski,24,neg.SD,4,82,618,808,651,839
Wasikowski,24,neg.SD,5,82,618,807,652,839
Wasikowski,24,RSS,1,82,617,808,652,839
Wasikowski,24,RSS,2,82,618,807,652,839
Wasikowski,24,RSS,3,82,619,807,651,839
Wasikowski,24,RSS,4,82,618,808,652,838
Wasikowski,24,RSS,5,82,618,807,652,842
Wasikowski,25,neg.SD,1,82,618,808,652,839
Wasikowski,25,neg.SD,2,82,618,807,651,840
Wasikowski,25,neg.SD,3,82,618,807,652,840
Wasikowski,25,neg.SD,4,82,618,807,652,839
Wasikowski,25,neg.SD,5,82,618,808,652,839
Wasikowski,25,RSS,1,82,617,808,652,839
Wasikowski,25,RSS,2,82,618,807,652,839
Wasikowski,25,RSS,3,82,619,807,651,839
Wasikowski,25,RSS,4,82,618,808,652,838
Wasikowski,25,RSS,5,82,618,807,652,842
Wasikowski,26,neg.SD,1,82,618,807,652,840
Wasikowski,26,neg.SD,2,82,618,807,652,839
Wasikowski,26,neg.SD,3,82,618,808,652,839
Wasikowski,26,neg.SD,4,82,618,807,652,840
Wasikowski,26,neg.SD,5,82,618,808,651,839
Wasikowski,26,RSS,1,82,617,808,652,839
Wasikowski,26,RSS,2,82,618,807,652,839
Wasikowski,26,RSS,3,82,619,807,651,839
Wasikowski,26,RSS,4,82,618,808,652,838
Wasikowski,26,RSS,5,82,618,807,652,842
Wasikowski,27,neg.SD,1,82,617,808,652,840
Wasikowski,27,neg.SD,2,82,617,808,652,840
Wasikowski,27,neg.SD,3,82,619,807,652,839
Wasikowski,27,neg.SD,4,82,618,807,652,839
Wasikowski,27,neg.SD,5,82,619,807,651,839
Wasikowski,27,RSS,1,82,617,808,652,839
Wasikowski,27,RSS,2,82,618,807,652,839
Wasikowski,27,RSS,3,82,619,807,651,839
Wasikowski,27,RSS,4,82,618,808,652,838
Wasikowski,27,RSS,5,82,618,807,652,842
Wasikowski,28,neg.SD,1,82,618,807,652,840
Wasikowski,28,neg.SD,2,82,618,808,652,839
Wasikowski,28,neg.SD,3,82,618,808,651,839
Wasikowski,28,neg.SD,4,82,618,807,651,840
Wasikowski,28,neg.SD,5,82,618,807,653,839
Wasikowski,28,RSS,1,82,617,808,652,839
Wasikowski,28,RSS,2,82,618,807,652,839
Wasikowski,28,RSS,3,82,619,807,651,839
Wasikowski,28,RSS,4,82,618,808,652,838
Wasikowski,28,RSS,5,82,618,807,652,842
Wasikowski,29,neg.SD,1,82,618,807,652,840
Wasikowski,29,neg.SD,2,82,618,808,652,839
Wasikowski,29,neg.SD,3,82,618,808,652,839
Wasikowski,29,neg.SD,4,82,618,807,651,840
Wasikowski,29,neg.SD,5,82,618,807,652,839
Wasikowski,29,RSS,1,82,617,808,652,839
Wasikowski,29,RSS,2,82,618,807,652,839
Wasikowski,29,RSS,3,82,619,807,651,839
Wasikowski,29,RSS,4,82,618,808,652,838
Wasikowski,29,RSS,5,82,618,807,652,842
Wasikowski,30,neg.SD,1,81,618,808,652,840
Wasikowski,30,neg.SD,2,82,618,808,652,839
Wasikowski,30,neg.SD,3,83,618,807,651,840
Wasikowski,30,neg.SD,4,82,618,807,652,839
Wasikowski,30,neg.SD,5,82,618,807,652,839
Wasikowski,30,RSS,1,82,617,808,652,839
Wasikowski,30,RSS,2,82,618,807,652,839
Wasikowski,30,RSS,3,82,619,807,651,839
Wasikowski,30,RSS,4,82,618,808,652,838
Wasikowski,30,RSS,5,82,618,807,652,842
Wasikowski,31,neg.SD,1,82,618,807,651,840
Wasikowski,31,neg.SD,2,82,618,808,650,840
Wasikowski,31,neg.SD,3,82,618,807,653,839
Wasikowski,31,neg.SD,4,82,618,807,653,839
Wasikowski,31,neg.SD,5,82,618,808,652,839
Wasikowski,31,RSS,1,82,617,808,652,839
Wasikowski,31,RSS,2,82,618,807,652,839
Wasikowski,31,RSS,3,82,619,807,651,839
Wasikowski,31,RSS,4,82,618,808,652,838
Wasikowski,31,RSS,5,82,618,807,652,842
Wasikowski,32,neg.SD,1,82,618,808,652,839
Wasikowski,32,neg.SD,2,82,618,807,652,840
Wasikowski,32,neg.SD,3,82,618,807,652,839
Wasikowski,32,neg.SD,4,81,618,807,652,840
Wasikowski,32,neg.SD,5,83,618,808,651,839
Wasikowski,32,RSS,1,82,617,808,652,839
Wasikowski,32,RSS,2,82,618,807,652,839
Wasikowski,32,RSS,3,82,619,807,651,839
Wasikowski,32,RSS,4,82,618,808,652,838
Wasikowski,32,RSS,5,82,618,807,652,842
Wasikowski,33,neg.SD,1,82,618,808,652,839
Wasikowski,33,neg.SD,2,82,618,807,651,840
Wasikowski,33,neg.SD,3,82,618,807,652,840
Wasikowski,33,neg.SD,4,82,618,807,652,839
Wasikowski,33,neg.SD,5,82,618,808,652,839
Wasikowski,33,RSS,1,82,617,808,652,839
Wasikowski,33,RSS,2,82,618,807,652,839
Wasikowski,33,RSS,3,82,619,807,651,839
Wasikowski,33,RSS,4,82,618,808,652,838
Wasikowski,33,RSS,5,82,618,807,652,842
Wasikowski,34,neg.SD,1,82,618,807,652,840
Wasikowski,34,neg.SD,2,82,618,808,652,839
Wasikowski,34,neg.SD,3,82,617,807,652,840
Wasikowski,34,neg.SD,4,82,618,807,652,839
Wasikowski,34,neg.SD,5,82,619,808,651,839
Wasikowski,34,RSS,1,82,617,808,652,839
Wasikowski,34,RSS,2,82,618,807,652,839
Wasikowski,34,RSS,3,82,619,807,651,839
Wasikowski,34,RSS,4,82,618,808,652,838
Wasikowski,34,RSS,5,82,618,807,652,842
Wasikowski,35,neg.SD,1,82,617,808,652,840
Wasikowski,35,neg.SD,2,82,618,808,651,840
Wasikowski,35,neg.SD,3,82,619,807,652,839
Wasikowski,35,neg.SD,4,82,618,807,652,839
Wasikowski,35,neg.SD,5,82,618,807,652,839
Wasikowski,35,RSS,1,82,617,808,652,839
Wasikowski,35,RSS,2,82,618,807,652,839
Wasikowski,35,RSS,3,82,619,807,651,839
Wasikowski,35,RSS,4,82,618,808,652,838
Wasikowski,35,RSS,5,82,618,807,652,842
Wasikowski,36,neg.SD,1,81,618,808,652,840
Wasikowski,36,neg.SD,2,82,618,807,652,840
Wasikowski,36,neg.SD,3,82,618,807,652,839
Wasikowski,36,neg.SD,4,82,618,807,652,839
Wasikowski,36,neg.SD,5,83,618,808,651,839
Wasikowski,36,RSS,1,82,617,808,652,839
Wasikowski,36,RSS,2,82,618,807,652,839
Wasikowski,36,RSS,3,82,619,807,651,839
Wasikowski,36,RSS,4,82,618,808,652,838
Wasikowski,36,RSS,5,82,618,807,652,842
Wasikowski,37,neg.SD,1,82,618,807,652,840
Wasikowski,37,neg.SD,2,82,618,808,652,839
Wasikowski,37,neg.SD,3,82,618,807,652,840
Wasikowski,37,neg.SD,4,81,618,808,652,839
Wasikowski,37,neg.SD,5,83,618,807,651,839
Wasikowski,37,RSS,1,82,617,808,652,839
Wasikowski,37,RSS,2,82,618,807,652,839
Wasikowski,37,RSS,3,82,619,807,651,839
Wasikowski,37,RSS,4,82,618,808,652,838
Wasikowski,37,RSS,5,82,618,807,652,842
Wasikowski,38,neg.SD,1,82,618,808,652,839
Wasikowski,38,neg.SD,2,82,618,807,652,840
Wasikowski,38,neg.SD,3,82,618,807,652,839
Wasikowski,38,neg.SD,4,81,618,807,652,840
Wasikowski,38,neg.SD,5,83,618,808,651,839
Wasikowski,38,RSS,1,82,617,808,652,839
Wasikowski,38,RSS,2,82,618,807,652,839
Wasikowski,38,RSS,3,82,619,807,651,839
Wasikowski,38,RSS,4,82,618,808,652,838
Wasikowski,38,RSS,5,82,618,807,652,842
Wasikowski,39,neg.SD,1,82,618,807,652,840
Wasikowski,39,neg.SD,2,81,618,808,652,840
Wasikowski,39,neg.SD,3,83,617,807,652,839
Wasikowski,39,neg.SD,4,82,619,807,651,839
Wasikowski,39,neg.SD,5,82,618,808,652,839
Wasikowski,39,RSS,1,82,617,808,652,839
Wasikowski,39,RSS,2,82,618,807,652,839
Wasikowski,39,RSS,3,82,619,807,651,839
Wasikowski,39,RSS,4,82,618,808,652,838
Wasikowski,39,RSS,5,82,618,807,652,842
Wasikowski,40,neg.SD,1,82,618,807,652,840
Wasikowski,40,neg.SD,2,82,618,807,652,840
Wasikowski,40,neg.SD,3,82,618,807,652,839
Wasikowski,40,neg.SD,4,82,618,808,652,839
Wasikowski,40,neg.SD,5,82,618,808,651,839
Wasikowski,40,RSS,1,82,617,808,652,839
Wasikowski,40,RSS,2,82,618,807,652,839
Wasikowski,40,RSS,3,82,619,807,651,839
Wasikowski,40,RSS,4,82,618,808,652,838
Wasikowski,40,RSS,5,82,618,807,652,842
Wasikowski,41,neg.SD,1,82,617,808,652,840
Wasikowski,41,neg.SD,2,82,618,807,652,840
Wasikowski,41,neg.SD,3,82,618,808,652,839
Wasikowski,41,neg.SD,4,82,619,807,651,839
Wasikowski,41,neg.SD,5,82,618,807,652,839
Wasikowski,41,RSS,1,82,617,808,652,839
Wasikowski,41,RSS,2,82,618,807,652,839
Wasikowski,41,RSS,3,82,619,807,651,839
Wasikowski,41,RSS,4,82,618,808,652,838
Wasikowski,41,RSS,5,82,618,807,652,842
Wasikowski,42,neg.SD,1,82,618,808,652,839
Wasikowski,42,neg.SD,2,82,618,807,652,840
Wasikowski,42,neg.SD,3,82,618,807,652,840
Wasikowski,42,neg.SD,4,81,618,808,652,839
Wasikowski,42,neg.SD,5,83,618,807,651,839
Wasikowski,42,RSS,1,82,617,808,652,839
Wasikowski,42,RSS,2,82,618,807,652,839
Wasikowski,42,RSS,3,82,619,807,651,839
Wasikowski,42,RSS,4,82,618,808,652,838
Wasikowski,42,RSS,5,82,618,807,652,842
Wasikowski,43,neg.SD,1,82,618,808,652,839
Wasikowski,43,neg.SD,2,82,618,807,652,840
Wasikowski,43,neg.SD,3,82,618,808,651,839
Wasikowski,43,neg.SD,4,82,618,807,652,840
Wasikowski,43,neg.SD,5,82,618,807,652,839
Wasikowski,43,RSS,1,82,617,808,652,839
Wasikowski,43,RSS,2,82,618,807,652,839
Wasikowski,43,RSS,3,82,619,807,651,839
Wasikowski,43,RSS,4,82,618,808,652,838
Wasikowski,43,RSS,5,82,618,807,652,842
Wasikowski,44,neg.SD,1,82,618,807,652,840
Wasikowski,44,neg.SD,2,82,618,807,652,840
Wasikowski,44,neg.SD,3,82,618,808,651,839
Wasikowski,44,neg.SD,4,82,618,808,652,839
Wasikowski,44,neg.SD,5,82,618,807,652,839
Wasikowski,44,RSS,1,82,617,808,652,839
Wasikowski,44,RSS,2,82,618,807,652,839
Wasikowski,44,RSS,3,82,619,807,651,839
Wasikowski,44,RSS,4,82,618,808,652,838
Wasikowski,44,RSS,5,82,618,807,652,842
Wasikowski,45,neg.SD,1,82,618,808,651,840
Wasikowski,45,neg.SD,2,82,618,808,651,840
Wasikowski,45,neg.SD,3,82,618,807,652,839
Wasikowski,45,neg.SD,4,82,618,807,653,839
Wasikowski,45,neg.SD,5,82,618,807,652,839
Wasikowski,45,RSS,1,82,617,808,652,839
Wasikowski,45,RSS,2,82,618,807,652,839
Wasikowski,45,RSS,3,82,619,807,651,839
Wasikowski,45,RSS,4,82,618,808,652,838
Wasikowski,45,RSS,5,82,618,807,652,842
Wasikowski,46,neg.SD,1,82,618,808,652,838
Wasikowski,46,neg.SD,2,82,618,808,651,840
Wasikowski,46,neg.SD,3,82,618,807,652,840
Wasikowski,46,neg.SD,4,82,618,807,651,840
Wasikowski,46,neg.SD,5,82,618,807,653,839
Wasikowski,46,RSS,1,82,617,808,652,839
Wasikowski,46,RSS,2,82,618,807,652,839
Wasikowski,46,RSS,3,82,619,807,651,839
Wasikowski,46,RSS,4,82,618,808,652,838
Wasikowski,46,RSS,5,82,618,807,652,842
Wasikowski,47,neg.SD,1,82,618,807,651,840
Wasikowski,47,neg.SD,2,82,618,807,652,840
Wasikowski,47,neg.SD,3,82,618,807,652,839
Wasikowski,47,neg.SD,4,82,618,808,652,839
Wasikowski,47,neg.SD,5,82,618,808,652,839
Wasikowski,47,RSS,1,82,617,808,652,839
Wasikowski,47,RSS,2,82,618,807,652,839
Wasikowski,47,RSS,3,82,619,807,651,839
Wasikowski,47,RSS,4,82,618,808,652,838
Wasikowski,47,RSS,5,82,618,807,652,842
Wasikowski,48,neg.SD,1,82,618,807,652,840
Wasikowski,48,neg.SD,2,82,618,807,652,839
Wasikowski,48,neg.SD,3,82,618,807,652,839
Wasikowski,48,neg.SD,4,82,618,808,651,840
Wasikowski,48,neg.SD,5,82,618,808,652,839
Wasikowski,48,RSS,1,82,617,808,652,839
Wasikowski,48,RSS,2,82,618,807,652,839
Wasikowski,48,RSS,3,82,619,807,651,839
Wasikowski,48,RSS,4,82,618,808,652,838
Wasikowski,48,RSS,5,82,618,807,652,842
Wasikowski,49,neg.SD,1,82,618,808,652,839
Wasikowski,49,neg.SD,2,82,618,807,652,839
Wasikowski,49,neg.SD,3,82,618,807,652,839
Wasikowski,49,neg.SD,4,82,618,808,652,839
Wasikowski,49,neg.SD,5,82,618,807,651,841
Wasikowski,49,RSS,1,82,617,808,652,839
Wasikowski,49,RSS,2,82,618,807,652,839
Wasikowski,49,RSS,3,82,619,807,651,839
Wasikowski,49,RSS,4,82,618,808,652,838
Wasikowski,49,RSS,5,82,618,807,652,842
Wasikowski,50,neg.SD,1,82,618,808,652,839
Wasikowski,50,neg.SD,2,82,618,807,652,839
Wasikowski,50,neg.SD,3,82,618,807,652,839
Wasikowski,50,neg.SD,4,82,618,807,652,840
Wasikowski,50,neg.SD,5,82,618,808,651,840
Wasikowski,50,RSS,1,82,617,808,652,839
Wasikowski,50,RSS,2,82,618,807,652,839
Wasikowski,50,RSS,3,82,619,807,651,839
Wasikowski,50,RSS,4,82,618,808,652,838
Wasikowski,50,RSS,5,82,618,807,652,842
Wasikowski,51,neg.SD,1,82,618,807,652,840
Wasikowski,51,neg.SD,2,82,617,808,652,840
Wasikowski,51,neg.SD,3,82,617,808,652,839
Wasikowski,51,neg.SD,4,82,619,807,651,839
Wasikowski,51,neg.SD,5,82,619,807,652,839
Wasikowski,51,RSS,1,82,617,808,652,839
Wasikowski,51,RSS,2,82,618,807,652,839
Wasikowski,51,RSS,3,82,619,807,651,839
Wasikowski,51,RSS,4,82,618,808,652,838
Wasikowski,51,RSS,5,82,618,807,652,842
Wasikowski,52,neg.SD,1,82,618,807,652,840
Wasikowski,52,neg.SD,2,82,618,808,652,839
Wasikowski,52,neg.SD,3,82,618,807,652,839
Wasikowski,52,neg.SD,4,82,618,807,652,839
Wasikowski,52,neg.SD,5,82,618,808,651,840
Wasikowski,52,RSS,1,82,617,808,652,839
Wasikowski,52,RSS,2,82,618,807,652,839
Wasikowski,52,RSS,3,82,619,807,651,839
Wasikowski,52,RSS,4,82,618,808,652,838
Wasikowski,52,RSS,5,82,618,807,652,842
Wasikowski,53,neg.SD,1,82,618,807,652,840
Wasikowski,53,neg.SD,2,82,618,808,652,839
Wasikowski,53,neg.SD,3,82,618,807,651,840
Wasikowski,53,neg.SD,4,82,618,807,652,839
Wasikowski,53,neg.SD,5,82,618,808,652,839
Wasikowski,53,RSS,1,82,617,808,652,839
Wasikowski,53,RSS,2,82,618,807,652,839
Wasikowski,53,RSS,3,82,619,807,651,839
Wasikowski,53,RSS,4,82,618,808,652,838
Wasikowski,53,RSS,5,82,618,807,652,842
Wasikowski,54,neg.SD,1,82,618,808,652,839
Wasikowski,54,neg.SD,2,82,618,807,652,840
Wasikowski,54,neg.SD,3,82,618,807,652,839
Wasikowski,54,neg.SD,4,82,618,807,651,840
Wasikowski,54,neg.SD,5,82,618,808,652,839
Wasikowski,54,RSS,1,82,617,808,652,839
Wasikowski,54,RSS,2,82,618,807,652,839
Wasikowski,54,RSS,3,82,619,807,651,839
Wasikowski,54,RSS,4,82,618,808,652,838
Wasikowski,54,RSS,5,82,618,807,652,842
Wasikowski,55,neg.SD,1,82,618,807,652,840
Wasikowski,55,neg.SD,2,82,618,808,652,839
Wasikowski,55,neg.SD,3,83,618,807,651,840
