algo,seed,Sort,fold,s0,s1,s2,s3,s4
Wasikowski,55,neg.SD,4,82,618,807,652,839
Wasikowski,55,neg.SD,5,81,618,808,652,839
Wasikowski,55,RSS,1,82,617,808,652,839
Wasikowski,55,RSS,2,82,618,807,652,839
Wasikowski,55,RSS,3,82,619,807,651,839
Wasikowski,55,RSS,4,82,618,808,652,838
Wasikowski,55,RSS,5,82,618,807,652,842
Wasikowski,56,neg.SD,1,82,618,807,652,839
Wasikowski,56,neg.SD,2,82,618,807,652,840
Wasikowski,56,neg.SD,3,82,618,807,652,839
Wasikowski,56,neg.SD,4,82,618,808,652,839
Wasikowski,56,neg.SD,5,82,618,808,651,840
Wasikowski,56,RSS,1,82,617,808,652,839
Wasikowski,56,RSS,2,82,618,807,652,839
Wasikowski,56,RSS,3,82,619,807,651,839
Wasikowski,56,RSS,4,82,618,808,652,838
Wasikowski,56,RSS,5,82,618,807,652,842
Wasikowski,57,neg.SD,1,82,618,808,652,839
Wasikowski,57,neg.SD,2,82,618,807,652,840
Wasikowski,57,neg.SD,3,82,618,807,652,839
Wasikowski,57,neg.SD,4,82,618,808,652,839
Wasikowski,57,neg.SD,5,82,618,807,651,840
Wasikowski,57,RSS,1,82,617,808,652,839
Wasikowski,57,RSS,2,82,618,807,652,839
Wasikowski,57,RSS,3,82,619,807,651,839
Wasikowski,57,RSS,4,82,618,808,652,838
Wasikowski,57,RSS,5,82,618,807,652,842
Wasikowski,58,neg.SD,1,82,618,808,651,840
Wasikowski,58,neg.SD,2,82,618,808,652,839
Wasikowski,58,neg.SD,3,81,618,807,652,840
Wasikowski,58,neg.SD,4,83,618,807,651,839
Wasikowski,58,neg.SD,5,82,618,807,653,839
Wasikowski,58,RSS,1,82,617,808,652,839
Wasikowski,58,RSS,2,82,618,807,652,839
Wasikowski,58,RSS,3,82,619,807,651,839
Wasikowski,58,RSS,4,82,618,808,652,838
Wasikowski,58,RSS,5,82,618,807,652,842
Wasikowski,59,neg.SD,1,82,618,807,652,840
Wasikowski,59,neg.SD,2,82,618,808,652,839
Wasikowski,59,neg.SD,3,82,617,808,652,839
Wasikowski,59,neg.SD,4,82,619,807,652,839
Wasikowski,59,neg.SD,5,82,618,807,651,840
Wasikowski,59,RSS,1,82,617,808,652,839
Wasikowski,59,RSS,2,82,618,807,652,839
Wasikowski,59,RSS,3,82,619,807,651,839
Wasikowski,59,RSS,4,82,618,808,652,838
Wasikowski,59,RSS,5,82,618,807,652,842
Wasikowski,60,neg.SD,1,82,618,807,652,839
Wasikowski,60,neg.SD,2,82,619,808,653,839
Wasikowski,60,neg.SD,3,82,617,807,652,840
Wasikowski,60,neg.SD,4,82,618,807,651,840
Wasikowski,60,neg.SD,5,82,618,808,651,839
Wasikowski,60,RSS,1,82,617,808,652,839
Wasikowski,60,RSS,2,82,618,807,652,839
Wasikowski,60,RSS,3,82,619,807,651,839
Wasikowski,60,RSS,4,82,618,808,652,838
Wasikowski,60,RSS,5,82,618,807,652,842
Wasikowski,61,neg.SD,1,82,618,808,652,839
Wasikowski,61,neg.SD,2,82,618,807,651,840
Wasikowski,61,neg.SD,3,81,618,807,652,840
Wasikowski,61,neg.SD,4,82,618,807,652,839
Wasikowski,61,neg.SD,5,83,618,808,652,839
Wasikowski,61,RSS,1,82,617,808,652,839
Wasikowski,61,RSS,2,82,618,807,652,839
Wasikowski,61,RSS,3,82,619,807,651,839
Wasikowski,61,RSS,4,82,618,808,652,838
Wasikowski,61,RSS,5,82,618,807,652,842
Wasikowski,62,neg.SD,1,82,618,807,652,840
Wasikowski,62,neg.SD,2,82,617,808,652,840
Wasikowski,62,neg.SD,3,82,618,807,652,839
Wasikowski,62,neg.SD,4,82,619,807,652,839
Wasikowski,62,neg.SD,5,82,618,808,651,839
Wasikowski,62,RSS,1,82,617,808,652,839
Wasikowski,62,RSS,2,82,618,807,652,839
Wasikowski,62,RSS,3,82,619,807,651,839
Wasikowski,62,RSS,4,82,618,808,652,838
Wasikowski,62,RSS,5,82,618,807,652,842
Wasikowski,63,neg.SD,1,82,618,807,652,840
Wasikowski,63,neg.SD,2,82,618,807,652,840
Wasikowski,63,neg.SD,3,82,618,808,651,839
Wasikowski,63,neg.SD,4,82,618,808,651,839
Wasikowski,63,neg.SD,5,82,618,807,653,839
Wasikowski,63,RSS,1,82,617,808,652,839
Wasikowski,63,RSS,2,82,618,807,652,839
Wasikowski,63,RSS,3,82,619,807,651,839
Wasikowski,63,RSS,4,82,618,808,652,838
Wasikowski,63,RSS,5,82,618,807,652,842
Wasikowski,64,neg.SD,1,82,618,807,652,840
Wasikowski,64,neg.SD,2,82,618,808,652,839
Wasikowski,64,neg.SD,3,82,618,807,652,839
Wasikowski,64,neg.SD,4,82,618,807,651,840
Wasikowski,64,neg.SD,5,82,618,808,652,839
Wasikowski,64,RSS,1,82,617,808,652,839
Wasikowski,64,RSS,2,82,618,807,652,839
Wasikowski,64,RSS,3,82,619,807,651,839
Wasikowski,64,RSS,4,82,618,808,652,838
Wasikowski,64,RSS,5,82,618,807,652,842
Wasikowski,65,neg.SD,1,81,618,808,652,840
Wasikowski,65,neg.SD,2,81,618,808,652,839
Wasikowski,65,neg.SD,3,82,618,807,651,840
Wasikowski,65,neg.SD,4,82,618,807,652,839
Wasikowski,65,neg.SD,5,84,618,807,652,839
Wasikowski,65,RSS,1,82,617,808,652,839
Wasikowski,65,RSS,2,82,618,807,652,839
Wasikowski,65,RSS,3,82,619,807,651,839
Wasikowski,65,RSS,4,82,618,808,652,838
Wasikowski,65,RSS,5,82,618,807,652,842
Wasikowski,66,neg.SD,1,81,618,808,652,840
Wasikowski,66,neg.SD,2,80,618,808,652,840
Wasikowski,66,neg.SD,3,83,618,807,652,839
Wasikowski,66,neg.SD,4,83,618,807,651,839
Wasikowski,66,neg.SD,5,83,618,807,652,839
Wasikowski,66,RSS,1,82,617,808,652,839
Wasikowski,66,RSS,2,82,618,807,652,839
Wasikowski,66,RSS,3,82,619,807,651,839
Wasikowski,66,RSS,4,82,618,808,652,838
Wasikowski,66,RSS,5,82,618,807,652,842
Wasikowski,67,neg.SD,1,82,618,807,652,840
Wasikowski,67,neg.SD,2,82,618,808,652,839
Wasikowski,67,neg.SD,3,82,618,807,652,840
Wasikowski,67,neg.SD,4,82,618,807,652,839
Wasikowski,67,neg.SD,5,82,618,808,651,839
Wasikowski,67,RSS,1,82,617,808,652,839
Wasikowski,67,RSS,2,82,618,807,652,839
Wasikowski,67,RSS,3,82,619,807,651,839
Wasikowski,67,RSS,4,82,618,808,652,838
Wasikowski,67,RSS,5,82,618,807,652,842
Wasikowski,68,neg.SD,1,82,618,808,652,839
Wasikowski,68,neg.SD,2,82,618,807,652,840
Wasikowski,68,neg.SD,3,82,618,807,652,839
Wasikowski,68,neg.SD,4,82,618,808,652,839
Wasikowski,68,neg.SD,5,82,618,807,651,840
Wasikowski,68,RSS,1,82,617,808,652,839
Wasikowski,68,RSS,2,82,618,807,652,839
Wasikowski,68,RSS,3,82,619,807,651,839
Wasikowski,68,RSS,4,82,618,808,652,838
Wasikowski,68,RSS,5,82,618,807,652,842
Wasikowski,69,neg.SD,1,82,618,807,652,840
Wasikowski,69,neg.SD,2,82,618,807,652,840
Wasikowski,69,neg.SD,3,82,617,808,652,839
Wasikowski,69,neg.SD,4,82,619,807,652,839
Wasikowski,69,neg.SD,5,82,618,808,651,839
Wasikowski,69,RSS,1,82,617,808,652,839
Wasikowski,69,RSS,2,82,618,807,652,839
Wasikowski,69,RSS,3,82,619,807,651,839
Wasikowski,69,RSS,4,82,618,808,652,838
Wasikowski,69,RSS,5,82,618,807,652,842
Wasikowski,70,neg.SD,1,82,618,807,652,840
Wasikowski,70,neg.SD,2,82,618,807,652,840
Wasikowski,70,neg.SD,3,82,617,808,652,839
Wasikowski,70,neg.SD,4,82,619,808,651,839
Wasikowski,70,neg.SD,5,82,618,807,652,839
Wasikowski,70,RSS,1,82,617,808,652,839
Wasikowski,70,RSS,2,82,618,807,652,839
Wasikowski,70,RSS,3,82,619,807,651,839
Wasikowski,70,RSS,4,82,618,808,652,838
Wasikowski,70,RSS,5,82,618,807,652,842
Wasikowski,71,neg.SD,1,82,618,807,652,840
Wasikowski,71,neg.SD,2,82,618,807,652,839
Wasikowski,71,neg.SD,3,82,618,808,652,839
Wasikowski,71,neg.SD,4,82,618,808,652,839
Wasikowski,71,neg.SD,5,82,618,807,651,840
Wasikowski,71,RSS,1,82,617,808,652,839
Wasikowski,71,RSS,2,82,618,807,652,839
Wasikowski,71,RSS,3,82,619,807,651,839
Wasikowski,71,RSS,4,82,618,808,652,838
Wasikowski,71,RSS,5,82,618,807,652,842
Wasikowski,72,neg.SD,1,82,618,807,652,840
Wasikowski,72,neg.SD,2,82,618,808,651,840
Wasikowski,72,neg.SD,3,82,618,808,652,839
Wasikowski,72,neg.SD,4,82,618,807,652,839
Wasikowski,72,neg.SD,5,82,618,807,652,839
Wasikowski,72,RSS,1,82,617,808,652,839
Wasikowski,72,RSS,2,82,618,807,652,839
Wasikowski,72,RSS,3,82,619,807,651,839
Wasikowski,72,RSS,4,82,618,808,652,838
Wasikowski,72,RSS,5,82,618,807,652,842
Wasikowski,73,neg.SD,1,82,618,808,652,839
Wasikowski,73,neg.SD,2,82,617,808,652,840
Wasikowski,73,neg.SD,3,82,618,807,652,840
Wasikowski,73,neg.SD,4,82,619,807,651,839
Wasikowski,73,neg.SD,5,82,618,807,652,839
Wasikowski,73,RSS,1,82,617,808,652,839
Wasikowski,73,RSS,2,82,618,807,652,839
Wasikowski,73,RSS,3,82,619,807,651,839
Wasikowski,73,RSS,4,82,618,808,652,838
Wasikowski,73,RSS,5,82,618,807,652,842
Wasikowski,74,neg.SD,1,81,618,807,652,840
Wasikowski,74,neg.SD,2,82,617,808,652,840
Wasikowski,74,neg.SD,3,82,619,807,651,839
Wasikowski,74,neg.SD,4,82,618,808,651,839
Wasikowski,74,neg.SD,5,83,618,807,653,839
Wasikowski,74,RSS,1,82,617,808,652,839
Wasikowski,74,RSS,2,82,618,807,652,839
Wasikowski,74,RSS,3,82,619,807,651,839
Wasikowski,74,RSS,4,82,618,808,652,838
Wasikowski,74,RSS,5,82,618,807,652,842
Wasikowski,75,neg.SD,1,82,618,808,652,839
Wasikowski,75,neg.SD,2,83,618,807,652,839
Wasikowski,75,neg.SD,3,82,618,807,652,840
Wasikowski,75,neg.SD,4,82,617,808,652,839
Wasikowski,75,neg.SD,5,81,619,807,651,840
Wasikowski,75,RSS,1,82,617,808,652,839
Wasikowski,75,RSS,2,82,618,807,652,839
Wasikowski,75,RSS,3,82,619,807,651,839
Wasikowski,75,RSS,4,82,618,808,652,838
Wasikowski,75,RSS,5,82,618,807,652,842
Wasikowski,76,neg.SD,1,82,618,807,652,840
Wasikowski,76,neg.SD,2,82,618,808,652,839
Wasikowski,76,neg.SD,3,82,618,807,652,840
Wasikowski,76,neg.SD,4,82,618,807,652,839
Wasikowski,76,neg.SD,5,82,618,808,651,839
Wasikowski,76,RSS,1,82,617,808,652,839
Wasikowski,76,RSS,2,82,618,807,652,839
Wasikowski,76,RSS,3,82,619,807,651,839
Wasikowski,76,RSS,4,82,618,808,652,838
Wasikowski,76,RSS,5,82,618,807,652,842
Wasikowski,77,neg.SD,1,82,618,807,652,840
Wasikowski,77,neg.SD,2,82,618,807,652,840
Wasikowski,77,neg.SD,3,82,618,808,652,839
Wasikowski,77,neg.SD,4,82,617,808,652,839
Wasikowski,77,neg.SD,5,82,619,807,651,839
Wasikowski,77,RSS,1,82,617,808,652,839
Wasikowski,77,RSS,2,82,618,807,652,839
Wasikowski,77,RSS,3,82,619,807,651,839
Wasikowski,77,RSS,4,82,618,808,652,838
Wasikowski,77,RSS,5,82,618,807,652,842
Wasikowski,78,neg.SD,1,82,618,808,652,839
Wasikowski,78,neg.SD,2,82,618,807,652,839
Wasikowski,78,neg.SD,3,82,618,807,652,839
Wasikowski,78,neg.SD,4,82,618,807,652,840
Wasikowski,78,neg.SD,5,82,618,808,651,840
Wasikowski,78,RSS,1,82,617,808,652,839
Wasikowski,78,RSS,2,82,618,807,652,839
Wasikowski,78,RSS,3,82,619,807,651,839
Wasikowski,78,RSS,4,82,618,808,652,838
Wasikowski,78,RSS,5,82,618,807,652,842
Wasikowski,79,neg.SD,1,82,618,807,652,839
Wasikowski,79,neg.SD,2,82,618,807,652,839
Wasikowski,79,neg.SD,3,82,618,807,652,840
Wasikowski,79,neg.SD,4,82,617,808,652,840
Wasikowski,79,neg.SD,5,82,619,808,651,839
Wasikowski,79,RSS,1,82,617,808,652,839
Wasikowski,79,RSS,2,82,618,807,652,839
Wasikowski,79,RSS,3,82,619,807,651,839
Wasikowski,79,RSS,4,82,618,808,652,838
Wasikowski,79,RSS,5,82,618,807,652,842
Wasikowski,80,neg.SD,1,82,618,808,652,839
Wasikowski,80,neg.SD,2,82,617,808,652,840
Wasikowski,80,neg.SD,3,81,618,807,652,840
Wasikowski,80,neg.SD,4,82,619,807,651,839
Wasikowski,80,neg.SD,5,83,618,807,652,839
Wasikowski,80,RSS,1,82,617,808,652,839
Wasikowski,80,RSS,2,82,618,807,652,839
Wasikowski,80,RSS,3,82,619,807,651,839
Wasikowski,80,RSS,4,82,618,808,652,838
Wasikowski,80,RSS,5,82,618,807,652,842
Wasikowski,81,neg.SD,1,82,618,808,652,839
Wasikowski,81,neg.SD,2,82,617,807,652,840
Wasikowski,81,neg.SD,3,82,618,807,652,840
Wasikowski,81,neg.SD,4,82,618,808,652,839
Wasikowski,81,neg.SD,5,82,619,807,651,839
Wasikowski,81,RSS,1,82,617,808,652,839
Wasikowski,81,RSS,2,82,618,807,652,839
Wasikowski,81,RSS,3,82,619,807,651,839
Wasikowski,81,RSS,4,82,618,808,652,838
Wasikowski,81,RSS,5,82,618,807,652,842
Wasikowski,82,neg.SD,1,82,618,807,652,840
Wasikowski,82,neg.SD,2,81,618,808,652,840
Wasikowski,82,neg.SD,3,82,618,808,651,839
Wasikowski,82,neg.SD,4,82,618,807,652,839
Wasikowski,82,neg.SD,5,83,618,807,652,839
Wasikowski,82,RSS,1,82,617,808,652,839
Wasikowski,82,RSS,2,82,618,807,652,839
Wasikowski,82,RSS,3,82,619,807,651,839
Wasikowski,82,RSS,4,82,618,808,652,838
Wasikowski,82,RSS,5,82,618,807,652,842
Wasikowski,83,neg.SD,1,82,618,807,652,840
Wasikowski,83,neg.SD,2,81,618,808,652,839
Wasikowski,83,neg.SD,3,83,618,807,652,839
Wasikowski,83,neg.SD,4,82,618,807,652,840
Wasikowski,83,neg.SD,5,82,618,808,651,839
Wasikowski,83,RSS,1,82,617,808,652,839
Wasikowski,83,RSS,2,82,618,807,652,839
Wasikowski,83,RSS,3,82,619,807,651,839
Wasikowski,83,RSS,4,82,618,808,652,838
Wasikowski,83,RSS,5,82,618,807,652,842
Wasikowski,84,neg.SD,1,82,618,808,652,838
Wasikowski,84,neg.SD,2,82,618,807,652,840
Wasikowski,84,neg.SD,3,82,618,807,651,840
Wasikowski,84,neg.SD,4,82,618,807,652,839
Wasikowski,84,neg.SD,5,82,618,808,652,840
Wasikowski,84,RSS,1,82,617,808,652,839
Wasikowski,84,RSS,2,82,618,807,652,839
Wasikowski,84,RSS,3,82,619,807,651,839
Wasikowski,84,RSS,4,82,618,808,652,838
Wasikowski,84,RSS,5,82,618,807,652,842
Wasikowski,85,neg.SD,1,82,618,807,652,840
Wasikowski,85,neg.SD,2,82,618,808,652,839
Wasikowski,85,neg.SD,3,82,618,807,652,839
Wasikowski,85,neg.SD,4,83,618,807,652,839
Wasikowski,85,neg.SD,5,81,618,808,651,840
Wasikowski,85,RSS,1,82,617,808,652,839
Wasikowski,85,RSS,2,82,618,807,652,839
Wasikowski,85,RSS,3,82,619,807,651,839
Wasikowski,85,RSS,4,82,618,808,652,838
Wasikowski,85,RSS,5,82,618,807,652,842
Wasikowski,86,neg.SD,1,82,617,807,652,840
Wasikowski,86,neg.SD,2,81,619,807,652,839
Wasikowski,86,neg.SD,3,82,618,808,652,839
Wasikowski,86,neg.SD,4,82,618,807,651,840
Wasikowski,86,neg.SD,5,83,618,808,652,839
Wasikowski,86,RSS,1,82,617,808,652,839
Wasikowski,86,RSS,2,82,618,807,652,839
Wasikowski,86,RSS,3,82,619,807,651,839
Wasikowski,86,RSS,4,82,618,808,652,838
Wasikowski,86,RSS,5,82,618,807,652,842
Wasikowski,87,neg.SD,1,82,618,807,652,840
Wasikowski,87,neg.SD,2,82,618,808,651,840
Wasikowski,87,neg.SD,3,82,618,807,652,839
Wasikowski,87,neg.SD,4,82,618,808,652,839
Wasikowski,87,neg.SD,5,82,618,807,652,839
Wasikowski,87,RSS,1,82,617,808,652,839
Wasikowski,87,RSS,2,82,618,807,652,839
Wasikowski,87,RSS,3,82,619,807,651,839
Wasikowski,87,RSS,4,82,618,808,652,838
Wasikowski,87,RSS,5,82,618,807,652,842
Wasikowski,88,neg.SD,1,82,618,808,652,839
Wasikowski,88,neg.SD,2,82,618,807,652,839
Wasikowski,88,neg.SD,3,82,618,807,651,840
Wasikowski,88,neg.SD,4,82,618,808,652,839
Wasikowski,88,neg.SD,5,82,618,807,652,840
Wasikowski,88,RSS,1,82,617,808,652,839
Wasikowski,88,RSS,2,82,618,807,652,839
Wasikowski,88,RSS,3,82,619,807,651,839
Wasikowski,88,RSS,4,82,618,808,652,838
Wasikowski,88,RSS,5,82,618,807,652,842
Wasikowski,89,neg.SD,1,82,618,808,652,839
Wasikowski,89,neg.SD,2,82,618,807,652,839
Wasikowski,89,neg.SD,3,82,618,808,652,839
Wasikowski,89,neg.SD,4,82,618,807,652,840
Wasikowski,89,neg.SD,5,82,618,807,651,840
Wasikowski,89,RSS,1,82,617,808,652,839
Wasikowski,89,RSS,2,82,618,807,652,839
Wasikowski,89,RSS,3,82,619,807,651,839
Wasikowski,89,RSS,4,82,618,808,652,838
Wasikowski,89,RSS,5,82,618,807,652,842
Wasikowski,90,neg.SD,1,82,618,808,651,840
Wasikowski,90,neg.SD,2,82,618,807,652,840
Wasikowski,90,neg.SD,3,82,618,807,652,839
Wasikowski,90,neg.SD,4,82,618,807,652,839
Wasikowski,90,neg.SD,5,82,618,808,652,839
Wasikowski,90,RSS,1,82,617,808,652,839
Wasikowski,90,RSS,2,82,618,807,652,839
Wasikowski,90,RSS,3,82,619,807,651,839
Wasikowski,90,RSS,4,82,618,808,652,838
Wasikowski,90,RSS,5,82,618,807,652,842
Wasikowski,91,neg.SD,1,81,618,807,652,840
Wasikowski,91,neg.SD,2,82,618,807,652,840
Wasikowski,91,neg.SD,3,82,618,807,652,839
Wasikowski,91,neg.SD,4,82,618,808,652,839
Wasikowski,91,neg.SD,5,83,618,808,651,839
Wasikowski,91,RSS,1,82,617,808,652,839
Wasikowski,91,RSS,2,82,618,807,652,839
Wasikowski,91,RSS,3,82,619,807,651,839
Wasikowski,91,RSS,4,82,618,808,652,838
Wasikowski,91,RSS,5,82,618,807,652,842
Wasikowski,92,neg.SD,1,82,618,807,651,840
Wasikowski,92,neg.SD,2,82,618,807,652,840
Wasikowski,92,neg.SD,3,82,618,807,652,839
Wasikowski,92,neg.SD,4,82,618,807,652,839
Wasikowski,92,neg.SD,5,82,618,809,652,839
Wasikowski,92,RSS,1,82,617,808,652,839
Wasikowski,92,RSS,2,82,618,807,652,839
Wasikowski,92,RSS,3,82,619,807,651,839
Wasikowski,92,RSS,4,82,618,808,652,838
Wasikowski,92,RSS,5,82,618,807,652,842
Wasikowski,93,neg.SD,1,82,618,808,652,839
Wasikowski,93,neg.SD,2,82,618,807,652,839
Wasikowski,93,neg.SD,3,82,618,807,651,840
Wasikowski,93,neg.SD,4,82,618,808,652,839
Wasikowski,93,neg.SD,5,82,618,807,652,840
Wasikowski,93,RSS,1,82,617,808,652,839
Wasikowski,93,RSS,2,82,618,807,652,839
Wasikowski,93,RSS,3,82,619,807,651,839
Wasikowski,93,RSS,4,82,618,808,652,838
Wasikowski,93,RSS,5,82,618,807,652,842
Wasikowski,94,neg.SD,1,82,618,807,652,839
Wasikowski,94,neg.SD,2,82,618,807,652,840
Wasikowski,94,neg.SD,3,82,617,808,652,839
Wasikowski,94,neg.SD,4,82,618,807,652,840
Wasikowski,94,neg.SD,5,82,619,808,651,839
Wasikowski,94,RSS,1,82,617,808,652,839
Wasikowski,94,RSS,2,82,618,807,652,839
Wasikowski,94,RSS,3,82,619,807,651,839
Wasikowski,94,RSS,4,82,618,808,652,838
Wasikowski,94,RSS,5,82,618,807,652,842
Wasikowski,95,neg.SD,1,81,618,808,652,840
Wasikowski,95,neg.SD,2,83,618,808,651,839
Wasikowski,95,neg.SD,3,82,618,807,652,839
Wasikowski,95,neg.SD,4,82,618,807,652,839
Wasikowski,95,neg.SD,5,82,618,807,652,840
Wasikowski,95,RSS,1,82,617,808,652,839
Wasikowski,95,RSS,2,82,618,807,652,839
Wasikowski,95,RSS,3,82,619,807,651,839
Wasikowski,95,RSS,4,82,618,808,652,838
Wasikowski,95,RSS,5,82,618,807,652,842
Wasikowski,96,neg.SD,1,82,618,808,652,839
Wasikowski,96,neg.SD,2,82,618,807,652,840
Wasikowski,96,neg.SD,3,82,618,807,652,840
Wasikowski,96,neg.SD,4,82,618,807,652,839
Wasikowski,96,neg.SD,5,82,618,808,651,839
Wasikowski,96,RSS,1,82,617,808,652,839
Wasikowski,96,RSS,2,82,618,807,652,839
Wasikowski,96,RSS,3,82,619,807,651,839
Wasikowski,96,RSS,4,82,618,808,652,838
Wasikowski,96,RSS,5,82,618,807,652,842
Wasikowski,97,neg.SD,1,82,618,808,652,839
Wasikowski,97,neg.SD,2,82,618,807,652,840
Wasikowski,97,neg.SD,3,82,617,808,652,839
Wasikowski,97,neg.SD,4,82,619,807,652,839
Wasikowski,97,neg.SD,5,82,618,807,651,840
Wasikowski,97,RSS,1,82,617,808,652,839
Wasikowski,97,RSS,2,82,618,807,652,839
Wasikowski,97,RSS,3,82,619,807,651,839
Wasikowski,97,RSS,4,82,618,808,652,838
Wasikowski,97,RSS,5,82,618,807,652,842
Wasikowski,98,neg.SD,1,81,618,808,652,840
Wasikowski,98,neg.SD,2,82,618,807,652,840
Wasikowski,98,neg.SD,3,82,618,808,651,839
Wasikowski,98,neg.SD,4,83,618,807,651,839
Wasikowski,98,neg.SD,5,82,618,807,653,839
Wasikowski,98,RSS,1,82,617,808,652,839
Wasikowski,98,RSS,2,82,618,807,652,839
Wasikowski,98,RSS,3,82,619,807,651,839
Wasikowski,98,RSS,4,82,618,808,652,838
Wasikowski,98,RSS,5,82,618,807,652,842
Wasikowski,99,neg.SD,1,82,618,807,652,840
Wasikowski,99,neg.SD,2,82,618,808,652,839
Wasikowski,99,neg.SD,3,82,618,807,652,839
Wasikowski,99,neg.SD,4,82,618,807,651,840
Wasikowski,99,neg.SD,5,82,618,808,652,839
Wasikowski,99,RSS,1,82,617,808,652,839
Wasikowski,99,RSS,2,82,618,807,652,839
Wasikowski,99,RSS,3,82,619,807,651,839
Wasikowski,99,RSS,4,82,618,808,652,838
Wasikowski,99,RSS,5,82,618,807,652,842
Wasikowski,100,neg.SD,1,82,618,807,652,840
Wasikowski,100,neg.SD,2,82,618,808,651,840
Wasikowski,100,neg.SD,3,82,618,807,652,839
Wasikowski,100,neg.SD,4,82,618,807,652,839
Wasikowski,100,neg.SD,5,82,618,808,652,839
Wasikowski,100,RSS,1,82,617,808,652,839
Wasikowski,100,RSS,2,82,618,807,652,839
Wasikowski,100,RSS,3,82,619,807,651,839
Wasikowski,100,RSS,4,82,618,808,652,838
Wasikowski,100,RSS,5,82,618,807,652,842
